condition,mean_activation
J,-0.00024297952592584288
J,-0.0004308644180076842
J,-0.0005787776139391215
J,-0.0003120416561507821
J,-0.000505147290466214
J,-0.00019108080775370173
J,-0.00016313248153558245
J,-0.000507398900687936
J,-0.0006920464143776167
J,-0.0010141615950177004
J,-0.00015566879707356357
J,-0.0001213314339950984
J,-0.0007825445365495175
J,5.9693112260048316e-05
J,0.00012897160009204674
J,-0.0002992420540484007
J,-0.0007219378141305511
J,-0.00047610852121876204
J,-0.0006089817778651107
J,-0.00016396384733627424
J,-0.000675691062299706
J,-0.00041751649682830283
J,-0.0004291047352873128
J,-1.3056805990029772e-05
J,-0.0006019694186592256
J,-0.00037084237706318273
J,0.0004542800983685714
J,-0.0004229687279033043
J,0.00016764051960214315
J,-0.00032333607975246827
J,-5.309306574561709e-05
J,-0.00030567428825634124
J,9.841728012351992e-05
J,-0.00030638142412007423
J,-9.169087952753271e-05
J,-0.00021813518490626402
J,-0.0003897788289452587
J,-0.00019443028314034732
J,-0.0004424451282124655
J,-0.00013796098451923416
J,-0.0004278979654245353
J,-0.0008940655098796799
J,3.406966214808971e-05
J,-0.0005366729564785572
J,-0.0005830146238223482
J,4.489337963804599e-05
J,-0.000523549105601697
J,-0.00037190679457970485
J,-0.0001716105297632288
J,-0.0004914167490907709
J,-0.0005951467646438538
J,1.3288538077770737e-05
J,-3.2043323181935604e-05
J,-0.00045631334865224837
J,-0.0008197280373785676
J,1.7055431978791122e-05
J,-0.0007349967135041879
N,8.905577652334224e-05
N,-0.0003844794196826412
N,-0.000885351028135314
N,-0.0009786796703142569
N,-0.0006787615019192697
N,-5.51106176983142e-05
N,-0.0005621620583289481
N,-0.00034003817495895604
N,-0.00015098527701666727
N,1.4439551323773361e-05
N,-0.00032266845102944157
N,0.00013265162560252734
N,1.3214116729521229e-05
N,-0.0004867526156883695
N,-0.0010462256385132642
N,-0.0006542200421326739
N,-0.0002947107116979134
N,-0.0003924571248145342
N,-0.00015901223675697035
N,-0.0001794331345601157
N,-0.0007185519719068536
N,-0.0004829463637689718
N,-0.00045785019120112523
N,-0.0008028393646645317
N,0.00011190562316892746
N,-0.0007311043314052303
N,-0.00021274804008007036
N,-0.000797221924128616
N,-0.00024625857137454323
N,0.00019900017640357335
N,-0.0003860239698719759
N,-0.0003642231706870271
N,-2.3705245774747207e-05
N,-0.0010383226644943514
N,5.1714923298435194e-06
N,-0.0005610013691062816
N,1.3845208722697714e-05
N,-0.00097406664810144
N,-0.0002153570409384011
N,-0.0002988943578897334
N,-0.001097931902847904
N,-0.000500449788692454
N,-0.00028316812791458966
N,-0.00030358585904250454
N,-0.0011320786002499972
N,-0.0007223325011467546
N,-0.0003247639820033653
N,-0.0007720099266194034
N,-3.430782737375327e-05
N,8.665183466231314e-05
N,-0.0001406099134558236
N,-0.00013669085264878883
N,-0.0009106585725165281
N,-0.0005243323935037922
N,-0.0007801286657960024
N,-1.7938958317430734e-05
N,-9.567518138830601e-07
N,-0.0004689481217647714
N,-0.0007309052475297137
N,-0.0004588970828835119
N,-6.991921761756221e-05
N,-0.0006994691332145484
N,-4.450286869611346e-05
N,-0.00014478252520447945
N,-0.0010114768065412655
N,-0.0007509910318109474
N,-0.0001416174170142823
N,-0.0006320033505854711
N,-0.0002995783292905743
N,-0.0008532590359186078
N,-0.0005634436635323347
N,-0.0004327582608959105
N,-0.00026525821104022337
N,-9.285293123880643e-05
N,-0.00040351170075470633
N,-0.00045147391309381755
N,-0.0006331666727952993
N,-0.0007091874453463992
N,-0.00013516907495862395
N,-0.00013971065488606525
N,6.664860829543465e-06
N,-0.00032925688197115143
N,-0.0005293927608354166
N,-0.00013803093083554683
N,-0.00025983101137654204
N,1.1941957194146514e-05
N,2.5589740751141163e-05
N,0.0003375375892309588
N,-0.000740299170314181
N,2.1552164363808923e-05
N,-0.00046759727331333327
N,-0.0006423071788283463
N,-0.00014076933821337317
N,-0.0006624508731722842
N,-0.0001275279855551106
N,4.68531854438675e-06
N,-0.0002987580349254966
N,-0.00011756370460138711
N,-0.0005035871046552111
N,-0.0004948338419775869
N,-0.00011062243823160985
N,-0.0006608859612057057
N,-0.0006983705646824055
N,-0.00045172764464148117
N,-0.000486463952780951
N,-0.0005582345180290322
N,-0.00010278994709992452
N,-0.0006990572173438115
N,-0.00039764502809287814
N,-0.0005714929114356447
N,-0.0005783039542360971
N,-0.000518271658418654
N,-0.0004170420747789745
N,-0.0005259204812764252
N,-0.0004913546056448988
N,-0.0002725629187575485
N,-0.0007961071726658493
N,-0.0004898703130664922
N,2.1268991864482295e-05
N,-0.00039442263475593234
N,-0.000373731294682413
N,-0.0007169175134121376
N,-0.0002578976643127478
N,0.00015003887018588566
N,-6.42588117005159e-05
N,-0.0006362118749702209
N,-4.706562935884428e-05
N,-0.00028569254001518967
N,-0.000293125037907365
N,-0.0008136463213005225
N,-0.0007202191968180883
N,-0.0006280401278508068
N,-0.0006992379198844883
N,-0.0004578979915620192
N,-0.0008413107014496986
N,-8.028284000087e-05
N,3.1681992035308735e-05
N,-0.0003288966196246478
N,-0.00010423483023000049
N,-0.00032192712191310733
N,-0.0006510004020653042
N,0.00013665227486839917
N,-0.0004930901564476903
N,-0.00041839673798101416
N,-0.0003250936403432837
N,-3.478179233289731e-05
N,-0.00012124141914905429
N,-0.0009057564288041806
N,0.0005038801259731873
N,0.00021565148198746733
N,-5.117286099105012e-05
N,-0.00046369055442538614
N,-0.0005896719801077491
N,-0.0004974241914823676
N,-0.0007076584837222424
N,6.321415294246899e-05
N,-0.00034375314112715074
N,0.0002602956235715719
N,-0.0002652400928089181
N,-0.0006209893974193053
